,SMILES,RT,Speed,i-PrOH_proportion,Literature
4341,O=[S@](c1ccccc1)c2ccc3ncccc3c2,27.79,0.8,0.15,10.1021/jacs.8b00178
4342,O=[S@@](c1ccccc1)c2ccc3ncccc3c2,44.29,0.8,0.15,10.1021/jacs.8b00178
4343,COC(=O)c1ccc(cc1)[C@]2(N[S](=O)(=O)Oc3ccccc23)C(=O)OC,38.8,0.5,0.15,10.1039/C4QO00347K
4344,COC(=O)c1ccc(cc1)[C@@]2(N[S](=O)(=O)Oc3ccccc23)C(=O)OC,44.4,0.5,0.15,10.1039/C4QO00347K
4345,CCOC(=O)[C@H]([C@H](C=C)\C=C\c1ccccc1)c2ccccc2,34.837,0.3,0.02,10.1002/anie.201908960
4346,CCOC(=O)[C@@H]([C@H](C=C)\C=C\c1ccccc1)c2ccccc2,44.461,0.3,0.02,10.1002/anie.201908960
4347,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](CC(N)=O)c2ccccc2,38.3,0.5,0.2,10.1002/anie.201606571
4348,Cc1ccc(cc1)[S](=O)(=O)N[C@H](CC(N)=O)c2ccccc2,44.7,0.5,0.2,10.1002/anie.201606571
4349,CC(=O)Oc1ccc(cc1)[C@]2(CCCCC2=O)c3ccc(O)cc3,20.6,1.0,0.1,10.1021/jacs.9b07514
4350,CC(=O)Oc1ccc(cc1)[C@@]2(CCCCC2=O)c3ccc(O)cc3,44.8,1.0,0.1,10.1021/jacs.9b07514
4351,O[C@H]1[C@@H](OC[C@@]12C(=O)N(COCc3ccccc3)c4cccc(Cl)c24)c5ccccc5,31.7,0.8,0.1,10.31635/ccschem.019.20190064
4352,[O-][N+](=O)c1ccc(C[C@H]2CC(=O)N(Cc3ccccc3)C2=O)cc1,42.3,0.5,0.15,10.1002/anie.201209126
4353,[O-][N+](=O)c1ccc(C[C@@H]2CC(=O)N(Cc3ccccc3)C2=O)cc1,45.1,0.5,0.15,10.1002/anie.201209126
4354,COc1ccc(cc1)[C@H]2C[C@@H](O)c3ccccc3N2,74.571,0.3,0.2,10.1039/D1QO01310F
4355,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@H](CC2=O)c3ccccc3)c4cccnc4,36.8,0.7,0.3,10.1039/D1SC01891D
4356,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@@H](CC2=O)c3ccccc3)c4cccnc4,45.6,0.7,0.3,10.1039/D1SC01891D
4357,COC(=O)c1ccc2c(C[C@@]3(C)COc4ccccc34)c(n(c2c1)[S](=O)(=O)c5ccc(C)cc5)c6ccc(OC)cc6,47.8,0.6,0.05,10.1002/cjoc.202100538
4358,COC(=O)c1ccc2c(C[C@]3(C)COc4ccccc34)c(n(c2c1)[S](=O)(=O)c5ccc(C)cc5)c6ccc(OC)cc6,45.6,0.6,0.05,10.1002/cjoc.202100538
4359,CSC1=NC(=O)C[C@H](N1c2ccccc2)c3cccnc3,50.2,0.5,0.15,10.1039/D0QO01380C
4360,CSC1=NC(=O)C[C@@H](N1c2ccccc2)c3cccnc3,45.6,0.5,0.15,10.1039/D0QO01380C
4361,C[C@H]1[C@@H]2[C@H](N(C(C)=O)C1=O)C(=O)c3cc(C)cc(C)c23,55.36,0.4,0.07,10.1021/acs.orglett.7b01160
4362,COC(=O)[C@@]1(N[S](=O)(=O)Oc2ccccc12)c3ccccc3,30.6,0.5,0.1,10.1039/C4QO00347K
4363,COC(=O)[C@]1(N[S](=O)(=O)Oc2ccccc12)c3ccccc3,46.2,0.5,0.1,10.1039/C4QO00347K
4364,COc1ccc(cc1)/C=C/[C@@]2(CO)C(=O)N(COCc3ccccc3)c4cccc(Cl)c24,41.1,0.8,0.1,10.31635/ccschem.019.20190064
4365,COc1ccc(cc1)/C=C/[C@]2(CO)C(=O)N(COCc3ccccc3)c4cccc(Cl)c24,46.2,0.8,0.1,10.31635/ccschem.019.20190064
4366,Ic1ccc2N(Cc3ccccc3)C(=O)[C@]4(OC(=O)c5cc6ccccc6n45)c2c1,56.2,0.5,0.15,10.1002/anie.201912160
4367,Ic1ccc2N(Cc3ccccc3)C(=O)[C@@]4(OC(=O)c5cc6ccccc6n45)c2c1,46.2,0.5,0.15,10.1002/anie.201912160
4368,CC(C)(C)[P@](=O)(\C=C\c1ccc(cc1)[N+]([O-])=O)c2ccccc2,24.99,1.0,0.2,10.1002/anie.202009358
4369,CC(C)(C)[P@@](=O)(\C=C\c1ccc(cc1)[N+]([O-])=O)c2ccccc2,46.34,1.0,0.2,10.1002/anie.202009358
4370,OC[C@]1(/C=C/c2ccc(cc2)c3ccccc3)C(=O)N(COCc4ccccc4)c5cccc(Cl)c15,38.6,0.8,0.1,10.31635/ccschem.019.20190064
4371,OC[C@@]1(/C=C/c2ccc(cc2)c3ccccc3)C(=O)N(COCc4ccccc4)c5cccc(Cl)c15,46.6,0.8,0.1,10.31635/ccschem.019.20190064
4372,Cc1ccc(cc1)[S](=O)(=O)N2N=C([C@H](CC2=O)c3ccccc3)c4ccc(cc4)[N+]([O-])=O,31.2,0.7,0.3,10.1039/D1SC01891D
4373,Cc1ccc(cc1)[S](=O)(=O)N2N=C([C@@H](CC2=O)c3ccccc3)c4ccc(cc4)[N+]([O-])=O,46.7,0.7,0.3,10.1039/D1SC01891D
4374,CCO[P](=O)(OCC)[C@]1(CC(=CC(=O)O1)c2ccc(cc2)c3cn(c4ccccc34)[S](=O)(=O)c5ccc(C)cc5)c6ccccc6,60.8,0.8,0.2,10.1039/C8CC03017K
4375,CCO[P](=O)(OCC)[C@@]1(CC(=CC(=O)O1)c2ccc(cc2)c3cn(c4ccccc34)[S](=O)(=O)c5ccc(C)cc5)c6ccccc6,46.8,0.8,0.2,10.1039/C8CC03017K
4376,C[C](C[C@H](c1ccccc1)c2ccc(C)cc2)=[C]3C(=O)O[C](C)(C)OC3=O,52.3,0.5,0.05,10.1039/C8CC00493E
4377,C[C](C[C@@H](c1ccccc1)c2ccc(C)cc2)=[C]3C(=O)O[C](C)(C)OC3=O,46.9,0.5,0.05,10.1039/C8CC00493E
4378,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@H](CC2=O)c3ccccc3)c4oc5ccccc5c4,44.1,0.7,0.3,10.1039/D1SC01891D
4379,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@@H](CC2=O)c3ccccc3)c4oc5ccccc5c4,47.1,0.7,0.3,10.1039/D1SC01891D
4380,C=C[C@@H]1COC(=O)[C@]12CCC(=N2)\C=C\c3ccccc3,42.8,1.0,0.03,10.1002/anie.202111842
4381,CC[C](C[C@H](c1ccccc1)c2ccc(C)cc2)=[C]3C(=O)O[C](C)(C)OC3=O,53.4,1.0,0.05,10.1039/C8CC00493E
4382,CC[C](C[C@@H](c1ccccc1)c2ccc(C)cc2)=[C]3C(=O)O[C](C)(C)OC3=O,47.4,1.0,0.05,10.1039/C8CC00493E
4383,O=[S@](c1ccccc1)c2ccc(cc2)[S](=O)c3ccccc3,20.43,1.0,0.3,10.1021/jacs.8b00178
4384,O=[S@@](c1ccccc1)c2ccc(cc2)[S](=O)c3ccccc3,47.58,1.0,0.3,10.1021/jacs.8b00178
4385,CCOC(=O)[C@@H]1c2cc(F)ccc2C(=O)N3[C@]1(C(=O)OCC)c4ccccc4[S]3(=O)=O,54.8,0.8,0.04,10.1021/acs.orglett.1c02676
4386,COc1ccc(OC)c(c1)[C@H](O)CCN(Cc2ccccc2)C(C)=O,54.9,1.0,0.1,10.1002/adsc.201500653
4387,COc1ccc(OC)c(c1)[C@@H](O)CCN(Cc2ccccc2)C(C)=O,47.7,1.0,0.1,10.1002/adsc.201500653
4388,Oc1cc(Cl)ccc1[C@@H](c2[nH]c3ccccc3c2CCC(=O)Sc4ccccc4)c5ccccc5,41.91,1.0,0.05,10.1039/D0SC06162J
4389,Oc1cc(Cl)ccc1[C@H](c2[nH]c3ccccc3c2CCC(=O)Sc4ccccc4)c5ccccc5,47.9,1.0,0.05,10.1039/D0SC06162J
4390,[O-][N+](=O)c1cccc(c1)[C@@H]2CC(=C[C@H]2c3ccccc3)c4ccccc4,72.1,0.3,0.01,10.1038/nchem.1710
4391,[O-][N+](=O)c1ccc(cc1)N2C[C@@H](COC2=O)c3ccccc3,27.2,1.0,0.3,10.1002/anie.201601844
4392,[O-][N+](=O)c1ccc(cc1)N2C[C@H](COC2=O)c3ccccc3,48.8,1.0,0.3,10.1002/anie.201601844
4393,COc1ccc(/C=C/C[C@H](N=C(c2ccccc2)c3ccccc3)C(=O)NC(c4ccccc4)c5ccccc5)cc1,54.7,1.0,0.05,10.1039/C7CC08732B
4394,COc1ccc(/C=C/C[C@@H](N=C(c2ccccc2)c3ccccc3)C(=O)NC(c4ccccc4)c5ccccc5)cc1,48.9,1.0,0.05,10.1039/C7CC08732B
4395,COC(=O)c1ccc2[C@H](CNc2c1)C3(CC=O)C(=O)N(Cc4ccccc4)c5ccccc35,35.37,0.8,0.3,10.1021/ol400845c
4396,COC(=O)c1ccc2[C@@H](CNc2c1)C3(CC=O)C(=O)N(Cc4ccccc4)c5ccccc35,49.15,0.8,0.3,10.1021/ol400845c
4397,COC(=O)c1ccc(cc1)[C@](C)(CO)c2ccc3OCCc3c2,36.58,0.6,0.1,10.1002/anie.202106109
4398,COC(=O)c1ccc(cc1)[C@@](C)(CO)c2ccc3OCCc3c2,49.4,0.6,0.1,10.1002/anie.202106109
4399,O=C1C[C@H](Cc2ccccc2)C(=O)N1c3ccccc3,54.9,0.5,0.1,10.1002/anie.201209126
4400,O=C1C[C@@H](Cc2ccccc2)C(=O)N1c3ccccc3,49.5,0.5,0.1,10.1002/anie.201209126
4401,CC(C)(C)c1ccc(cc1)[C@H]2CCc3ccccc3N2,7.0,0.8,0.15,10.1002/cjoc.202000409
4402,CC(C)(C)c1ccc(cc1)[C@@H]2CCc3ccccc3N2,5.0,0.8,0.15,10.1002/cjoc.202000409
4403,C[S@](=O)c1ccccc1Cl,4.565,1.0,0.1,10.1039/D0CC00434K
4404,C[S@@](=O)c1ccccc1Cl,5.056,1.0,0.1,10.1039/D0CC00434K
4405,Cc1oc(c2ccccc2)c3[C@H](N(O[C@@H](c4ccccc4)c13)c5ccccc5)c6occc6,10.9,1.0,0.1,10.1002/anie.201003136
4406,Cc1ccc(C)c(O[C@@H]2CCOC2)c1,4.7,0.9,0.01,10.1021/acscatal.1c05746
4407,Cc1ccc(C)c(O[C@H]2CCOC2)c1,5.1,0.9,0.01,10.1021/acscatal.1c05746
4408,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2Cl)C(=O)OC)c3ccccc3)c4ccccc4,8.3,1.0,0.05,10.1039/D1SC01019K
4409,CC(C)(C)OC(=O)C(C)(C)C[C@@H](C#CCn1c2ccccc2c3ccccc13)c4ccccc4,6.28,1.0,0.02,10.1021/jacs.0c03130
4410,CC(C)(C)OC(=O)C(C)(C)C[C@H](C#CCn1c2ccccc2c3ccccc13)c4ccccc4,5.11,1.0,0.02,10.1021/jacs.0c03130
4411,O[C@H]1[C@@H](C2=CC=CC=C2)CCC[C@H]1CC3=CC=CC=C3,5.78,1.0,0.1,10.1002/anie.201207561
4412,C[C@@H](Br)[C@H]1CC(CN1[S](=O)(=O)c2ccccc2)(c3ccccc3)c4ccccc4,6.06,1.0,0.3,10.1002/anie.201705066
4413,Cc1ccc(cc1)[C@H]2N(CCc3ccccc23)Cc4ccccc4,5.9,0.7,0.02,10.1039/C7QO00060J
4414,Cc1ccc(cc1)[C@@H]2N(CCc3ccccc23)Cc4ccccc4,5.2,0.7,0.02,10.1039/C7QO00060J
4415,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3ccccc3)c4ccc(Cl)cc4,9.08,1.0,0.1,10.1039/D1SC01019K
4416,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3ccc(Cl)cc3)c4ccccc4,8.48,1.0,0.1,10.1039/D1SC01019K
4417,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3ccc(Br)cc3)c4ccccc4,8.61,1.0,0.1,10.1039/D1SC01019K
4418,COc1ccccc1[C@@](c2[nH]ccc2)(c3[nH]c4ccccc4c3c5ccccc5)c6ccc7ccccc7c6,10.5,1.0,0.1,10.1038/s41929/020/00535/4
4419,COc1ccccc1[C@](c2[nH]ccc2)(c3[nH]c4ccccc4c3c5ccccc5)c6ccc7ccccc7c6,5.3,1.0,0.1,10.1038/s41929/020/00535/4
4420,C1C[C@@H]2ON([C@H](c3occc3)c4c(oc(C1)c24)c5ccccc5)c6ccccc6,13.9,1.0,0.1,10.1002/anie.201003136
4421,CC(C)(C)C#C[C@@H](SC(c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4O,3.6,1.0,0.1,10.1055/s/0035/1560546
4422,CC(C)(C)C#C[C@H](SC(c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4O,5.3,1.0,0.1,10.1055/s/0035/1560546
4423,CCOC(=O)[C@]1(Cc2n(C(=O)O1)c3ccccc3c2C)C(F)(F)F,5.6,1.0,0.1,10.1002/anie.201909397
4424,CCOC(=O)[C@@]1(Cc2n(C(=O)O1)c3ccccc3c2C)C(F)(F)F,5.3,1.0,0.1,10.1002/anie.201909397
4425,Cc1oc(C2=CCCCC2)c3[C@H](N(O[C@@H](c4ccccc4)c13)c5ccccc5)c6ccccc6,6.6,0.8,0.1,10.1002/anie.201003136
4426,CC(C)(C)OC(=O)C(=C)C[C@](N)(c1ccccc1)C(F)(F)F,4.527,0.8,0.1,10.1002/anie.201607918
4427,CC(C)(C)OC(=O)C(=C)C[C@@](N)(c1ccccc1)C(F)(F)F,5.317,0.8,0.1,10.1002/anie.201607918
4428,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3cc(OC)cc(OC)c3)c4ccccc4,8.79,1.0,0.15,10.1039/D1SC01019K
4429,COC(=O)[C@](N)(CC=C)[C@@H](C=C)c1ccccc1,5.64,1.0,0.05,10.1021/jacs.8b00187
4430,COC(=O)[C@](N)(CC=C)[C@@H](C=C)c1ccccc1,5.64,1.0,0.05,10.1021/jacs.8b00187
4431,Cc1oc(c2ccccc2)c3[C@@H](C=Cc4ccccc4)N(O[C@@H](c5ccccc5)c13)c6ccccc6,15.9,1.0,0.1,10.1002/anie.201003136
4432,C[C@@H](N1CCC(=C)CC1)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,5.9,1.0,0.1,10.1021/acs.orglett.1c02588
4433,C1CCC(CC1)c2ccc(cc2)[C@H]3CCc4ccccc4N3,7.4,0.8,0.15,10.1002/cjoc.202000409
4434,C1CCC(CC1)c2ccc(cc2)[C@@H]3CCc4ccccc4N3,5.4,0.8,0.15,10.1002/cjoc.202000409
4435,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3ccccc3)c4cccc(c4)C(F)(F)F,7.88,1.0,0.05,10.1039/D1SC01019K
4436,C1C[C@@H]2ON([C@H](C=Cc3ccccc3)c4c(oc(C1)c24)c5ccccc5)c6ccccc6,9.8,0.8,0.1,10.1002/anie.201003136
4437,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3ccccc3)c4ccc(Br)cc4,9.32,1.0,0.1,10.1039/D1SC01019K
4438,CC(C)[C@@H](C(O)=O)c1ccc2ccccc2c1,4.18,1.0,0.3,10.1021/ol401593a
4439,CC(C)[C@H](C(O)=O)c1ccc2ccccc2c1,5.44,1.0,0.3,10.1021/ol401593a
4440,Cc1ccccc1[P@@](=O)(\C=C\c2ccccc2)C3CCCCC3,6.09,1.0,0.15,10.1002/anie.202009358
4441,Cc1ccccc1[P@](=O)(\C=C\c2ccccc2)C3CCCCC3,5.48,1.0,0.15,10.1002/anie.202009358
4442,COc1cccc(c1)[C@](c2[nH]ccc2)(c3[nH]c4ccccc4c3c5ccccc5)c6ccccc6OC,9.1,1.0,0.1,10.1038/s41929/020/00535/4
4443,COc1cccc(c1)[C@@](c2[nH]ccc2)(c3[nH]c4ccccc4c3c5ccccc5)c6ccccc6OC,5.5,1.0,0.1,10.1038/s41929/020/00535/4
4444,CC(C)[C@@H](C(O)=O)c1ccc(Cl)cc1,4.55,1.0,0.2,10.1021/ol401593a
4445,CC(C)[C@H](C(O)=O)c1ccc(Cl)cc1,5.51,1.0,0.2,10.1021/ol401593a
4446,C\C(=C/[C@H]1N(C(=O)N(C1=O)C(C)(C)C)C(C)(C)C)c2ccccc2,3.78,1.0,0.05,10.1021/jacs.7b12628
4447,C\C(=C/[C@@H]1N(C(=O)N(C1=O)C(C)(C)C)C(C)(C)C)c2ccccc2,5.67,1.0,0.05,10.1021/jacs.7b12628
4448,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC3CCCC3)c4ccccc4)c5ccccc5,7.1,1.0,0.05,10.1039/D1SC01019K
4449,CC(=O)[C@@]1(CO1)c2ccc(F)cc2F,5.24,1.0,0.1,10.1021/acs.orglett.1c02588
4450,CC(=O)[C@]1(CO1)c2ccc(F)cc2F,5.68,1.0,0.1,10.1021/acs.orglett.1c02588
4451,CCCC[C@H](O)CCCC(=O)OCC,5.28,1.0,0.05,10.1021/ja510990v
4452,CCCC[C@@H](O)CCCC(=O)OCC,5.69,1.0,0.05,10.1021/ja510990v
4453,Clc1ccc(cc1)[C@]2(CCCc3cc4ccccc4nc23)c5ccccc5,5.3,1.0,0.01,10.1021/jacs.9b07514
4454,Clc1ccc(cc1)[C@@]2(CCCc3cc4ccccc4nc23)c5ccccc5,5.7,1.0,0.01,10.1021/jacs.9b07514
4455,CC(C)(C)C(=O)OC[C@]1(CC[Se]C1)Cc2ccccc2,5.4,1.0,0.01,10.1002/anie.201910917
4456,CC(C)(C)C(=O)OC[C@@]1(CC[Se]C1)Cc2ccccc2,5.7,1.0,0.01,10.1002/anie.201910917
4457,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3cccc(C)c3)c4ccccc4,8.68,1.0,0.05,10.1039/D1SC01019K
4458,Cc1ccccc1[P@@](=O)(Cc2ccccc2)C(C)(C)C,6.68,1.0,0.15,10.1002/anie.202111957
4459,Cc1ccccc1[P@](=O)(Cc2ccccc2)C(C)(C)C,5.78,1.0,0.15,10.1002/anie.202111957
4460,CON1[C@@H](Cc2cc(C)oc2C1=O)\C=C\c3ccccc3,7.277,1.0,0.3,10.1021/acs.orglett.9b00216
4461,CON1[C@H](Cc2cc(C)oc2C1=O)\C=C\c3ccccc3,5.784,1.0,0.3,10.1021/acs.orglett.9b00216
4462,CCOC(=O)[C@](O)(Cc1[nH]c2ccc(cc2c1C)[Si](OCC)(OCC)OCC)C(F)(F)F,5.1,1.0,0.1,10.1002/anie.201909397
4463,CCOC(=O)[C@@](O)(Cc1[nH]c2ccc(cc2c1C)[Si](OCC)(OCC)OCC)C(F)(F)F,5.8,1.0,0.1,10.1002/anie.201909397
4464,Cc1[nH]c(cc1)[C@](C)(c2ccc(O)cc2)c3ccc(O[Si](C)(C)C(C)(C)C)cc3,6.6,1.0,0.05,10.1002/anie.201506701
4465,Cc1[nH]c(cc1)[C@@](C)(c2ccc(O)cc2)c3ccc(O[Si](C)(C)C(C)(C)C)cc3,5.8,1.0,0.05,10.1002/anie.201506701
4466,CC(C)[Si](C#C[C@@H](CCc1ccccc1)c2cc(cc(c2)c3ccccc3)c4ccccc4)(C(C)C)C(C)C,6.16,0.6,0.01,10.1021/jacs.0c09125
4467,CC(C)[Si](C#C[C@H](CCc1ccccc1)c2cc(cc(c2)c3ccccc3)c4ccccc4)(C(C)C)C(C)C,5.82,0.6,0.01,10.1021/jacs.0c09125
4468,CC[C@H](C#CCCCc1ccccc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,7.07,1.0,0.02,10.1021/jacs.0c09125
4469,CC[C@@H](C#CCCCc1ccccc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,5.83,1.0,0.02,10.1021/jacs.0c09125
4470,CCOC(=O)[C@@]1(O[C@H](OC(=C[C@H]1c2ccccc2)C(=O)OC)c3cccc(Oc4ccccc4)c3)c5ccccc5,7.98,1.0,0.1,10.1039/D1SC01019K
4471,C1C2CC3CC1CC(CNc4ccc(cc4)[C@@H](n5c6ccccc6c(c7ccccc7)c5c8ccccc8)c9ccccc9)(C2)C3,5.3,1.0,0.03,10.1002/anie.201701947
4472,C1C2CC3CC1CC(CNc4ccc(cc4)[C@H](n5c6ccccc6c(c7ccccc7)c5c8ccccc8)c9ccccc9)(C2)C3,5.9,1.0,0.03,10.1002/anie.201701947
4473,Clc1ccc(cc1)[C@H]2N(CCc3ccccc23)Cc4ccccc4,6.3,0.7,0.02,10.1039/C7QO00060J
4474,Clc1ccc(cc1)[C@@H]2N(CCc3ccccc23)Cc4ccccc4,5.9,0.7,0.02,10.1039/C7QO00060J
4475,CCCC[C@@H](C)CC(O)=O,5.43,1.0,0.15,10.1039/C6SC03764J
4476,CCCC[C@H](C)CC(O)=O,5.94,1.0,0.15,10.1039/C6SC03764J
4477,Cc1ccc(cc1)[S](=O)(=O)N2C(=O)[C@@H](Cc3ccccc3)[C@@H](\C=C\c4ccccc4)c5cc(oc25)c6ccccc6,34.2,0.5,0.1,10.1002/anie.201910922
4478,Cc1ccc(cc1)[P@@](=O)(\C=C\c2ccccc2)C(C)(C)C,25.19,1.0,0.15,10.1002/anie.202009358
4479,Cc1ccc(cc1)[P@](=O)(\C=C\c2ccccc2)C(C)(C)C,50.02,1.0,0.15,10.1002/anie.202009358
4480,Cc1ccc(cc1)[S](=O)(=O)NC[C@H]2[C@@H](CC(=O)c3ccccc3)c4ccccc4OC2=O,41.7,0.75,0.2,10.1021/ol3013588
4481,COC(=O)[C@@]1(N[S](=O)(=O)Oc2ccccc12)c3ccc4ccccc4c3,35.8,0.5,0.15,10.1039/C4QO00347K
4482,COC(=O)[C@]1(N[S](=O)(=O)Oc2ccccc12)c3ccc4ccccc4c3,50.4,0.5,0.15,10.1039/C4QO00347K
4483,COC(=O)[C@@]1(N[S](=O)(=O)Oc2cc(C)ccc12)c3cccc(C)c3,31.5,0.5,0.1,10.1039/C4QO00347K
4484,COC(=O)[C@]1(N[S](=O)(=O)Oc2cc(C)ccc12)c3cccc(C)c3,50.5,0.5,0.1,10.1039/C4QO00347K
4485,Brc1ccc(cc1)[C@H]2CC=C[C@H]3[C@@H]4CCN(Cc5ccccc5)C(=O)N4[S](=O)(=O)[C@H]23,23.91,1.0,0.3,10.1002/ange.201709681
4486,COc1ccc(OC(=O)C[C@@H](\C=C\c2ccccc2)[P](=S)(c3ccccc3)c4ccccc4)cc1,26.6,0.5,0.2,10.1002/anie.202112860
4487,COc1ccc(OC(=O)C[C@H](\C=C\c2ccccc2)[P](=S)(c3ccccc3)c4ccccc4)cc1,50.9,0.5,0.2,10.1002/anie.202112860
4488,O=Cc1ccc(cc1)[S@](=O)Cc2ccccc2,54.4,1.0,0.05,10.1021/jacs.8b00178
4489,O=Cc1ccc(cc1)[S@@](=O)Cc2ccccc2,51.11,1.0,0.05,10.1021/jacs.8b00178
4490,CC(C)(C)NC(=O)[C@]1(C)N(Cc2ccccc2c3ccccc3)C(=O)c4ccccc14,20.2,0.5,0.07,10.1002/anie.201203693
4491,CC(C)(C)NC(=O)[C@@]1(C)N(Cc2ccccc2c3ccccc3)C(=O)c4ccccc14,51.2,0.5,0.07,10.1002/anie.201203693
4492,COc1ccc(OC(=O)C[C@@H](c2oc3ccccc3c2)[P](=S)(c4ccccc4)c5ccccc5)cc1,35.2,0.5,0.3,10.1002/anie.202112860
4493,COc1ccc(OC(=O)C[C@H](c2oc3ccccc3c2)[P](=S)(c4ccccc4)c5ccccc5)cc1,51.2,0.5,0.3,10.1002/anie.202112860
4494,Cc1ccc(cc1)[S](=O)(=O)N2N=C(C[C@]2(C)C=C)c3ccccc3,61.4,0.5,0.1,10.1021/jacs.8b02865
4495,Cc1ccc(cc1)[S](=O)(=O)N2N=C(C[C@@]2(C)C=C)c3ccccc3,51.3,0.5,0.1,10.1021/jacs.8b02865
4496,Cc1ccc(cc1)[C@@H]2C=C(C[C@H]2c3ccccc3)c4ccccc4,39.1,0.3,0.001,10.1038/nchem.1710
4497,C[C](C[C@H](c1ccccc1)c2ccc(F)cc2)=[C]3C(=O)O[C](C)(C)OC3=O,54.0,0.5,0.05,10.1039/C8CC00493E
4498,C[C](C[C@@H](c1ccccc1)c2ccc(F)cc2)=[C]3C(=O)O[C](C)(C)OC3=O,51.5,0.5,0.05,10.1039/C8CC00493E
4499,C[C@@H](C=C)[C@@]1(CCCc2ccccc2)CC(=NN1[S](=O)(=O)c3ccc(C)cc3)c4ccccc4,47.3,1.0,0.05,10.1021/jacs.8b02865
4500,COc1ccc(cc1)N2C[C@@H](Cc3cccc(OC)c3)C2=O,35.6,1.0,0.05,10.1002/CJOC.201800088
4501,COc1ccc(cc1)N2C[C@H](Cc3cccc(OC)c3)C2=O,52.3,1.0,0.05,10.1002/CJOC.201800088
4502,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@H](CC2=O)c3ccccc3)c4sccc4,39.7,0.7,0.3,10.1039/D1SC01891D
4503,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@@H](CC2=O)c3ccccc3)c4sccc4,52.3,0.7,0.3,10.1039/D1SC01891D
4504,Cc1ccccc1[C@@H]2CC(=O)c3ccccc3N2,43.92,0.3,0.2,10.1039/D1QO01310F
4505,Cc1ccccc1[C@H]2CC(=O)c3ccccc3N2,52.363,0.3,0.2,10.1039/D1QO01310F
4506,C[C](C[C@H](c1ccccc1)c2ccc(cc2)C(F)(F)F)=[C]3C(=O)O[C](C)(C)OC3=O,64.3,0.5,0.05,10.1039/C8CC00493E
4507,C[C](C[C@@H](c1ccccc1)c2ccc(cc2)C(F)(F)F)=[C]3C(=O)O[C](C)(C)OC3=O,52.5,0.5,0.05,10.1039/C8CC00493E
4508,COc1ccc2N(Cc3ccccc3)C(=O)[C@@](CC=O)(C4CNc5ccccc45)c2c1,39.53,0.8,0.3,10.1021/ol400845c
4509,COc1ccc2N(Cc3ccccc3)C(=O)[C@](CC=O)(C4CNc5ccccc45)c2c1,52.51,0.8,0.3,10.1021/ol400845c
4510,CC(\CCc1ccccc1)=C/C(=O)[C@H](C(C(=O)c2ccccc2)C(=O)c3ccccc3)c4ccccc4,45.2,0.6,0.5,10.1002/anie.201105812
4511,CC(\CCc1ccccc1)=C/C(=O)[C@@H](C(C(=O)c2ccccc2)C(=O)c3ccccc3)c4ccccc4,53.3,0.6,0.5,10.1002/anie.201105812
4512,CC(C)(C)[P@](=O)(/C=C/c1ccc(Br)cc1)c2ccccc2,23.25,1.0,0.15,10.1002/anie.202009358
4513,CC(C)(C)[P@@](=O)(/C=C/c1ccc(Br)cc1)c2ccccc2,53.66,1.0,0.15,10.1002/anie.202009358
4514,CCOC(=O)[C@@]1(N[S](=O)(=O)c2ccc(cc12)C(C)C)[C@H](N=C(c3ccccc3)c4ccccc4)C(=O)OC(C)(C)C,153.3,0.5,0.05,10.1002/adsc.201800850
4515,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@H](CC2=O)c3ccccc3)c4cscc4,43.3,0.7,0.3,10.1039/D1SC01891D
4516,[O-][N+](=O)c1ccc(cc1)[S](=O)(=O)N2N=C([C@@H](CC2=O)c3ccccc3)c4cscc4,54.1,0.7,0.3,10.1039/D1SC01891D
4517,C[C@@H]1CCC(=O)O[C@H]1CCCOCc2ccccc2,50.1,0.3,0.05,10.1002/chem.201801197
