,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column
7871,7871,CC(C)(C)[Si](O[C@@]1(C[C@H](CN1[S](=O)(=O)c2ccc(cc2)[N+]([O-])=O)C=C)c3ccccc3)(c4ccccc4)c5ccccc5,17.46,0.5,0.05,10.1039/C8CC00279G,IA
7876,7876,CCOC(=O)[C@@]1(O[C@H]([C@@H]([C@H]1c2ccccc2)C(=O)C(=O)OC)c3cccc4ccccc34)c5ccccc5,11.92,1.0,0.05,10.1039/D1SC01019K,IA
7920,7920,CCOC(=O)[C@@H]1CC(=O)OC(=C1C(=O)OCC=C)\C=C\c2ccccc2,14.48,1.0,0.06,10.1002/adsc.200800174,IA
7921,7921,CCOC(=O)[C@H]1CC(=O)OC(=C1C(=O)OCC=C)\C=C\c2ccccc2,11.2,1.0,0.06,10.1002/adsc.200800174,IA
7960,7960,C[C@@]1(COc2ccc(Cl)cc12)Cc3ccccc3,9.8,0.5,0.01,10.1002/anie.201907840,IA
7961,7961,C[C@]1(COc2ccc(Cl)cc12)Cc3ccccc3,11.2,0.5,0.01,10.1002/anie.201907840,IA
7975,7975,CCOC(=O)[C@@H]1CC(=O)OC(=C1C(=O)OCC)\C=C\c2ccccc2,14.46,1.0,0.06,10.1002/adsc.200800174,IA
7976,7976,CCOC(=O)[C@H]1CC(=O)OC(=C1C(=O)OCC)\C=C\c2ccccc2,11.25,1.0,0.06,10.1002/adsc.200800174,IA
7979,7979,CC(C)(C)OC(=O)[C@@H]1CC(=N[C@@]12C(=O)N(C(=O)OCc3ccccc3)c4ccccc24)c5ccc(F)cc5,13.33,1.0,0.2,10.1039/D0SC03776A,IA
7980,7980,CC(C)(C)OC(=O)[C@@H]1CC(=N[C@@]12C(=O)N(C(=O)OCc3ccccc3)c4ccccc24)C5CCCCC5,13.33,1.0,0.2,10.1039/D0SC03776A,IA
7989,7989,COc1ccccc1C[C@@]2(C)COc3ccccc23,10.0,0.5,0.01,10.1002/anie.201907840,IA
7990,7990,COc1ccccc1C[C@]2(C)COc3ccccc23,11.3,0.5,0.01,10.1002/anie.201907840,IA
7995,7995,C[C@]1(CC#Cc2ccccc2)CN(Cc3ccccc3)C(=O)c4cc(Cl)ccc14,10.2,1.0,0.1,10.1002/anie.201913367,IA
7996,7996,C[C@@]1(CC#Cc2ccccc2)CN(Cc3ccccc3)C(=O)c4cc(Cl)ccc14,11.3,1.0,0.1,10.1002/anie.201913367,IA
7998,7998,C[C@@]1(COc2ccccc12)Cc3cscc3,10.8,0.5,0.01,10.1002/anie.201907840,IA
7999,7999,C[C@]1(COc2ccccc12)Cc3cscc3,11.3,0.5,0.01,10.1002/anie.201907840,IA
8006,8006,C[C@H]1CC(=O)O[C@@]12C(=O)N(c3ccc(C)cc23)C(c4ccccc4)(c5ccccc5)c6ccccc6,12.3,0.7,0.05,10.1002/anie.201408604,IA
8012,8012,Brc1cccc(c1)[C@]2(CCC(=O)O2)C(=O)N(c3ccccc3)c4ccccc4,13.0,0.7,0.1,10.1002/chem.201501481,IA
8013,8013,Brc1cccc(c1)[C@@]2(CCC(=O)O2)C(=O)N(c3ccccc3)c4ccccc4,11.3,0.7,0.1,10.1002/chem.201501481,IA
8014,8014,C1N[C@@H](Cn2cccc12)c3ccc(cc3)c4ccccc4,13.5,0.7,0.2,10.1002/adsc.201700431,IA
8015,8015,C1N[C@H](Cn2cccc12)c3ccc(cc3)c4ccccc4,11.3,0.7,0.2,10.1002/adsc.201700431,IA
8030,8030,COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)N([C@H]3CO)C(=O)OC(C)(C)C,15.7,0.7,0.1,10.1038/nchem.1710,IA
8075,8075,CC(=C)[C@H]1CN([C@@](C1)(O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)c4ccc(C)c(C)c4)[S](=O)(=O)c5ccc(C)cc5,15.71,0.5,0.05,10.1039/C8CC00279G,IA
8078,8078,COc1cc(cc(OC)c1OC)C2=N[C@](C(=O)O2)(c3ccccc3)[C@@]4(C)CC5(CCCC5)CO4,7.74,1.0,0.03,10.1016/j.tetlet.2011.08.123,IA
8083,8083,COC(=O)N1CCC[C@]2([C@@H]1N(C)c3ccccc23)[C@@]4(C)C(=O)Nc5ccccc45,7.6,1.0,0.2,10.1021/acs.orglett.1c00260,IA
8100,8100,CC(C)(C)OC(=O)[C@@H](CC(=O)c1ccccc1)[C@@]2(C(=O)Nc3cc(F)ccc23)c4ncccc4Br,13.22,1.0,0.3,10.1039/D0CC05621A,IA
8113,8113,C[C@]1(Cc2ccc3ccccc3c2)CC(=NO1)c4ccccc4,12.56,0.8,0.1,10.1002/anie.201912408,IA
8114,8114,C[C@@]1(Cc2ccc3ccccc3c2)CC(=NO1)c4ccccc4,11.36,0.8,0.1,10.1002/anie.201912408,IA
8133,8133,CC(C)(C)OC(=O)[C@@H](CC(=O)c1ccccc1)[C@@]2(C(=O)Nc3cc(Cl)ccc23)c4ncccc4Br,13.43,1.0,0.3,10.1039/D0CC05621A,IA
8134,8134,CC(=C)C[C@@]1(Cc2ccccc2)CC(=NO1)c3ccccc3,10.26,0.6,0.05,10.1002/anie.201912408,IA
8135,8135,CC(=C)C[C@]1(Cc2ccccc2)CC(=NO1)c3ccccc3,11.4,0.6,0.05,10.1002/anie.201912408,IA
8143,8143,Brc1ccccc1[C@]2(CCC(=O)O2)C(=O)OC(c3ccccc3)c4ccccc4,10.7,0.75,0.2,10.1002/chem.201501481,IA
8144,8144,Brc1ccccc1[C@@]2(CCC(=O)O2)C(=O)OC(c3ccccc3)c4ccccc4,11.4,0.75,0.2,10.1002/chem.201501481,IA
8160,8160,Brc1ccc(cc1)[C@@H]2Cn3cccc3CN2,13.2,0.7,0.15,10.1002/adsc.201700431,IA
8161,8161,Brc1ccc(cc1)[C@H]2Cn3cccc3CN2,11.4,0.7,0.15,10.1002/adsc.201700431,IA
8186,8186,COC(=O)C[C@]1(C(=O)N(C(=O)OC(C)(C)C)c2ccccc12)[C@]3(Cc4cccc5ccccc45)C(=O)Nc6ccccc36,8.6,1.0,0.2,10.31635/ccschem.020.202000443,IA
8187,8187,COC(=O)C[C@@]1(C(=O)N(C(=O)OC(C)(C)C)c2ccccc12)[C@]3(Cc4cccc5ccccc45)C(=O)Nc6ccccc36,11.4,1.0,0.2,10.31635/ccschem.020.202000443,IA
8188,8188,C[C@]1(CC#C[Si](C)(C)C)CN(Cc2ccccc2)C(=O)c3ccccc13,8.8,0.8,0.05,10.1002/anie.201913367,IA
8189,8189,C[C@@]1(CC#C[Si](C)(C)C)CN(Cc2ccccc2)C(=O)c3ccccc13,11.4,0.8,0.05,10.1002/anie.201913367,IA
8190,8190,O=C(CCc1ccccc1)O\C(c2ccccc2)=C\3[C@H]([C@@H](C=C3c4ccccc4)c5ccccc5)c6ccccc6,8.9,0.7,0.01,10.1002/anie.201408604,IA
8220,8220,COc1cc(cc(OC)c1OC)C2=N[C@@](C(=O)O2)(c3ccccc3)[C@@]4(C)CC5(CCCCC5)CO4,9.44,1.0,0.03,10.1016/j.tetlet.2011.08.123,IA
8227,8227,C[C@]1(CC(=NN1[S](=O)(=O)c2cccc(Br)c2)c3ccccc3)c4ccccc4,16.6,1.0,0.2,10.1038/s41929/020/0460/y,IA
8228,8228,C[C@@]1(CC(=NN1[S](=O)(=O)c2cccc(Br)c2)c3ccccc3)c4ccccc4,11.47,1.0,0.2,10.1038/s41929/020/0460/y,IA
8229,8229,CC(=C)[C@H]1CN([C@@](C1)(O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)c4cccc(C)c4)[S](=O)(=O)c5ccc(C)cc5,17.2,0.5,0.05,10.1039/C8CC00279G,IA
8243,8243,CC([N+]([O-])=O)[C@]1(C(=O)N(Cc2ccccc2)c3ccc(Cl)cc13)c4c[nH]c5ccccc45,9.0,1.0,0.3,10.1002/adsc.201300373,IA
8244,8244,CC([N+]([O-])=O)[C@@]1(C(=O)N(Cc2ccccc2)c3ccc(Cl)cc13)c4c[nH]c5ccccc45,11.49,1.0,0.3,10.1002/adsc.201300373,IA
8259,8259,C[C@H]1CC(=O)O[C@@]12C(=O)N(c3ccc(F)cc23)C(c4ccccc4)(c5ccccc5)c6ccccc6,12.5,0.7,0.05,10.1002/anie.201408604,IA
8260,8260,CCCCC[C@]1(C)COc2ccc(cc12)c3ccccc3,12.6,0.75,0.0,10.1002/anie.201907840,IA
8261,8261,CCCCC[C@@]1(C)COc2ccc(cc12)c3ccccc3,11.5,0.75,0.0,10.1002/anie.201907840,IA
8314,8314,C[C@]1(CC(=NN1[S](=O)(=O)c2ccc(Cl)cc2)c3ccccc3)c4ccccc4,19.92,1.0,0.4,10.1038/s41929/020/0460/y,IA
8315,8315,C[C@@]1(CC(=NN1[S](=O)(=O)c2ccc(Cl)cc2)c3ccccc3)c4ccccc4,11.51,1.0,0.4,10.1038/s41929/020/0460/y,IA
8321,8321,Cc1nn(C(=O)/C=C/[C@H](c2cscc2)c3c([nH]c4ccccc34)[S](C)(=O)=O)c(C)c1C,13.465,1.0,0.2,10.1039/D0CC04590J,IA
8322,8322,Cc1nn(C(=O)/C=C/[C@@H](c2cscc2)c3c([nH]c4ccccc34)[S](C)(=O)=O)c(C)c1C,11.522,1.0,0.2,10.1039/D0CC04590J,IA
8325,8325,CC(=C)[C@H]1CN([C@@](C1)(O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)c4ccc(Cl)cc4)[S](=O)(=O)c5ccc(C)cc5,12.87,0.5,0.05,10.1039/C8CC00279G,IA
8352,8352,CC(C)(C)OC(=O)[C@@H](CC(=O)c1ccccc1)[C@@]2(C(=O)Nc3cc(Br)ccc23)c4ncccc4Br,13.42,1.0,0.3,10.1039/D0CC05621A,IA
8369,8369,COc1cccc(C[C@]2(C)COc3ccccc23)c1,12.5,0.5,0.01,10.1002/anie.201806372,IA
8370,8370,COc1cccc(C[C@@]2(C)COc3ccccc23)c1,11.6,0.5,0.01,10.1002/anie.201806372,IA
8377,8377,CCCCC[C@]1(C)COc2ccccc12,12.8,0.5,0.0,10.1002/anie.201806372,IA
8378,8378,CCCCC[C@@]1(C)COc2ccccc12,11.6,0.5,0.0,10.1002/anie.201806372,IA
8399,8399,CCC[C@@H]1C=C(C[C@H]1c2ccccc2)c3occc3,14.5,0.5,0.0,10.1002/anie.201408604,IA
8400,8400,CCC[C@@H]1C=C(C[C@H]1c2ccccc2)c3ccccc3,14.6,0.5,0.0,10.1002/anie.201408604,IA
8472,8472,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3cccc(C)c3)(Cc4ccccc4)C2=O,7.184,1.0,0.3,10.1021/jacs.6b08236,IA
8473,8473,Cc1ccc(cc1)N2N=C(C)[C@](C\C=C\c3cccc(C)c3)(Cc4ccccc4)C2=O,11.679,1.0,0.3,10.1021/jacs.6b08236,IA
8476,8476,CC(=C)[C@H]1CN([C@@](C1)(O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)c4cccc(Br)c4)[S](=O)(=O)c5ccc(C)cc5,18.09,0.5,0.05,10.1039/C8CC00279G,IA
8482,8482,O=C(OC(c1ccccc1)c2ccccc2)[C@H](CC#N)c3ccccc3,11.1,0.6,0.2,10.1021/jacs.6b00406,IA
8483,8483,O=C(OC(c1ccccc1)c2ccccc2)[C@@H](CC#N)c3ccccc3,11.7,0.6,0.2,10.1021/jacs.6b00406,IA
8496,8496,C[C@]1(COc2ccc(cc12)c3ccccc3)Cc4ccccc4,13.0,0.5,0.01,10.1002/anie.201806372,IA
8497,8497,C[C@@]1(COc2ccc(cc12)c3ccccc3)Cc4ccccc4,11.7,0.5,0.01,10.1002/anie.201806372,IA
8507,8507,Cc1ccc(cc1)[C@@H]2CC(=O)N(N2[S](=O)(=O)c3ccc(C)cc3)[S](=O)(=O)c4ccc(C)cc4,17.3,0.8,0.3,10.1002/anie.201606571,IA
8508,8508,Cc1ccc(cc1)[C@H]2CC(=O)N(N2[S](=O)(=O)c3ccc(C)cc3)[S](=O)(=O)c4ccc(C)cc4,11.7,0.8,0.3,10.1002/anie.201606571,IA
8540,8540,COC(=O)N1CC[C@]2([C@@H]1N(C)c3ccccc23)[C@@]4(Cc5cccc6ccccc56)C(=O)Nc7ccccc47,10.19,1.0,0.2,10.1021/acs.orglett.1c00260,IA
8566,8566,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3ccccc3F)(Cc4ccccc4)C2=O,7.873,1.0,0.3,10.1021/jacs.6b08236,IA
8567,8567,Cc1ccc(cc1)N2N=C(C)[C@](C\C=C\c3ccccc3F)(Cc4ccccc4)C2=O,11.795,1.0,0.3,10.1021/jacs.6b08236,IA
8582,8582,CCCC(=O)O\C(c1ccc(F)cc1)=C\2[C@H]([C@H](C)C=C2c3ccc(F)cc3)c4ccccc4,11.4,0.7,0.005,10.1002/anie.201408604,IA
8583,8583,CCCC(=O)O\C(c1ccc(F)cc1)=C\2[C@@H]([C@H](C)C=C2c3ccc(F)cc3)c4ccccc4,11.8,0.7,0.005,10.1002/anie.201408604,IA
8592,8592,Fc1cccc(c1)[C@H]2CC(=O)Oc3ccc4ccccc4c23,12.96,1.0,0.05,10.1039/D0SC04340K,IA
8593,8593,Fc1cccc(c1)[C@@H]2CC(=O)Oc3ccc4ccccc4c23,11.8,1.0,0.05,10.1039/D0SC04340K,IA
8671,8671,C[S](=O)(=O)N1C[C@H](C=C)N(N2CCc3ccccc3[C@H]12)C(=O)c4ccccc4,14.55,0.8,0.4,10.1039/C7CC02078C,IA
8672,8672,C[S](=O)(=O)N1C[C@@H](C=C)N(N2CCc3ccccc3[C@H]12)C(=O)c4ccccc4,11.87,0.8,0.4,10.1039/C7CC02078C,IA
8691,8691,Cc1ccc(cc1)[S](=O)(=O)[C@@](C)(\C=C2/OC(=O)c3ccccc23)c4cccc(C)c4,13.3,0.3,0.1,10.1021/jacs.1c13384,IA
8692,8692,Cc1ccc(cc1)[S](=O)(=O)[C@](C)(\C=C2/OC(=O)c3ccccc23)c4cccc(C)c4,11.9,0.3,0.1,10.1021/jacs.1c13384,IA
8721,8721,CCOC(=O)C1=C(OC(=O)C[C@H]1c2ccccc2[N+]([O-])=O)\C=C\c3ccccc3,21.58,1.0,0.06,10.1002/adsc.200800174,IA
8722,8722,CCOC(=O)C1=C(OC(=O)C[C@@H]1c2ccccc2[N+]([O-])=O)\C=C\c3ccccc3,11.9,1.0,0.06,10.1002/adsc.200800174,IA
8735,8735,CCOC(=O)[C@@]1(CC(O[Si](C)(C)C(C)(C)C)=C(C)C)N[S](=O)(=O)c2ccccc12,9.6,1.0,0.05,10.1021/acs.orglett.0c00004,IA
8736,8736,CCOC(=O)[C@]1(CC(O[Si](C)(C)C(C)(C)C)=C(C)C)N[S](=O)(=O)c2ccccc12,11.9,1.0,0.05,10.1021/acs.orglett.0c00004,IA
8741,8741,Clc1cc(Cl)cc(c1)C2=NO[C@@H](Cc3ccccc3)C2,13.48,0.6,0.05,10.1002/anie.201912408,IA
8742,8742,Clc1cc(Cl)cc(c1)C2=NO[C@H](Cc3ccccc3)C2,11.91,0.6,0.05,10.1002/anie.201912408,IA
8794,8794,CCOC(=O)[C@H]1[C@@H](CC(=O)N1NC(=O)c2ccc(F)cc2)c3ccccc3,146.8,0.7,0.052631579,10.1038/nchem.1710,IA
8797,8797,CCOC(=O)[C@H]1[C@@H](CC(=O)N1NC(=O)c2ccccc2)c3ccc(Cl)cc3,136.0,0.7,0.052631579,10.1038/nchem.1710,IA
8805,8805,CCOC(=O)[C@H]1[C@@H](CC(=O)N1NC(=O)c2ccccc2)c3ccc(Br)cc3,142.7,0.7,0.052631579,10.1038/nchem.1710,IA
8818,8818,Cc1ccc(C[C@@]2(COc3ccccc23)Cc4ccccc4)cc1,12.8,0.5,0.01,10.1002/anie.201907840,IA
8819,8819,Cc1ccc(C[C@]2(COc3ccccc23)Cc4ccccc4)cc1,12.0,0.5,0.01,10.1002/anie.201907840,IA
8822,8822,Cc1ccc(cc1)[S](=O)(=O)[C@@](C)(/C=C/2OC(=O)c3ccc(C)cc23)c4ccccc4,13.1,0.3,0.1,10.1021/jacs.1c13384,IA
8823,8823,Cc1ccc(cc1)[S](=O)(=O)[C@](C)(/C=C/2OC(=O)c3ccc(C)cc23)c4ccccc4,12.0,0.3,0.1,10.1021/jacs.1c13384,IA
8874,8874,COC(=O)C(=O)C1=CN[C@@]([C@H]1c2cccc(OC)c2)(C(=O)OC)c3cccc(Cl)c3,9.29,1.0,0.2,10.1002/chem.201100636,IA
8898,8898,COc1cc(cc(OC)c1OC)C2=N[C@@](C(=O)O2)(c3ccc(Br)cc3)[C@@]4(C)CC(C)(C)CO4,8.95,1.0,0.03,10.1016/j.tetlet.2011.08.123,IA
8910,8910,COc1ccc(C[C@@]2(C)CC(=NO2)c3ccccc3)cc1,13.31,0.8,0.1,10.1002/anie.201912408,IA
8911,8911,COc1ccc(C[C@]2(C)CC(=NO2)c3ccccc3)cc1,12.09,0.8,0.1,10.1002/anie.201912408,IA
8918,8918,C[C@@]1(COc2ccccc12)Cc3cc(F)cc(F)c3,10.5,0.5,0.01,10.1002/anie.201907840,IA
8919,8919,C[C@]1(COc2ccccc12)Cc3cc(F)cc(F)c3,12.1,0.5,0.01,10.1002/anie.201907840,IA
9018,9018,CC(=C)[C@H]1CN([C@@](C1)(O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)c4ccccc4)[S](=O)(=O)c5ccc(C)cc5,15.94,0.5,0.05,10.1039/C8CC00279G,IA
9019,9019,CCCc1ccc(cc1)C#CC[C@@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24,10.7,1.0,0.1,10.1002/anie.201913367,IA
9020,9020,CCCc1ccc(cc1)C#CC[C@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24,12.2,1.0,0.1,10.1002/anie.201913367,IA
9086,9086,CC(=C)[C@H]1CN([C@@](C1)(O[Si](c2ccccc2)(c3ccccc3)C(C)(C)C)C4=CCCCC4)[S](=O)(=O)c5ccc(C)cc5,15.02,0.8,0.02,10.1002/anie.201609608,IA
9109,9109,C[C@]1(COc2ccc(cc12)[N+]([O-])=O)Cc3ccccc3,13.4,0.5,0.05,10.1002/anie.201806372,IA
9110,9110,C[C@@]1(COc2ccc(cc12)[N+]([O-])=O)Cc3ccccc3,12.3,0.5,0.05,10.1002/anie.201806372,IA
9113,9113,Fc1ccccc1C[C@@]2(COc3ccccc23)Cc4ccccc4,13.6,0.5,0.01,10.1002/anie.201907840,IA
9114,9114,Fc1ccccc1C[C@]2(COc3ccccc23)Cc4ccccc4,12.3,0.5,0.01,10.1002/anie.201907840,IA
9130,9130,C1N[C@@H](Cn2cccc12)c3ccc4ccccc4c3,15.8,0.7,0.15,10.1002/adsc.201700431,IA
9131,9131,C1N[C@H](Cn2cccc12)c3ccc4ccccc4c3,12.3,0.7,0.15,10.1002/adsc.201700431,IA
9152,9152,COC(=O)c1cccc(c1)C#CC[C@@]2(C)CN(Cc3ccc(OC)cc3)C(=O)c4ccccc24,9.6,1.0,0.2,10.1002/anie.201913367,IA
9153,9153,COC(=O)c1cccc(c1)C#CC[C@]2(C)CN(Cc3ccc(OC)cc3)C(=O)c4ccccc24,12.3,1.0,0.2,10.1002/anie.201913367,IA
9158,9158,C[C@]1(CC(=NN1[S](=O)(=O)c2cccc(Cl)c2)c3ccccc3)c4ccccc4,17.28,1.0,0.2,10.1038/s41929/020/0460/y,IA
9159,9159,C[C@@]1(CC(=NN1[S](=O)(=O)c2cccc(Cl)c2)c3ccccc3)c4ccccc4,12.31,1.0,0.2,10.1038/s41929/020/0460/y,IA
9176,9176,COC(=O)[C@H]1[C@H]([C@@H]([C@H]2N1CCc3ccccc23)C(=O)n4nc(C)cc4C)c5ccc(Br)cc5,11.166,1.0,0.05,10.1002/chem.202102476,IA
9189,9189,[O-][N+](=O)c1ccc(cc1)[C@@H]2CC(=O)OC(=C2C(=O)OCC=C)\C=C\c3ccccc3,14.9,1.0,0.15,10.1002/adsc.200800174,IA
9190,9190,[O-][N+](=O)c1ccc(cc1)[C@H]2CC(=O)OC(=C2C(=O)OCC=C)\C=C\c3ccccc3,12.39,1.0,0.15,10.1002/adsc.200800174,IA
9196,9196,Cc1cccc(c1)C#CC[C@@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24,10.2,1.0,0.1,10.1002/anie.201913367,IA
9197,9197,Cc1cccc(c1)C#CC[C@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24,12.4,1.0,0.1,10.1002/anie.201913367,IA
9212,9212,C[C@]1(CC#Cc2ccccc2)CN(Cc3ccccc3)C(=O)c4cc(Br)ccc14,11.1,1.0,0.1,10.1002/anie.201913367,IA
9213,9213,C[C@@]1(CC#Cc2ccccc2)CN(Cc3ccccc3)C(=O)c4cc(Br)ccc14,12.4,1.0,0.1,10.1002/anie.201913367,IA
9231,9231,C[C@]1(Cc2ccccc2)CC(=NO1)c3sccc3,13.29,0.6,0.05,10.1002/anie.201912408,IA
9232,9232,C[C@@]1(Cc2ccccc2)CC(=NO1)c3sccc3,12.4,0.6,0.05,10.1002/anie.201912408,IA
9237,9237,C[C@](\C=C1/OC(=O)c2ccccc12)(c3ccccc3)[S](=O)(=O)c4ccccc4,14.1,0.3,0.1,10.1021/jacs.1c13384,IA
9238,9238,C[C@@](\C=C1/OC(=O)c2ccccc12)(c3ccccc3)[S](=O)(=O)c4ccccc4,12.4,0.3,0.1,10.1021/jacs.1c13384,IA
9294,9294,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3ccccc3)(Cc4ccccc4)C2=O,8.408,1.0,0.3,10.1021/jacs.6b08236,IA
9295,9295,Cc1ccc(cc1)N2N=C(C)[C@](C\C=C\c3ccccc3)(Cc4ccccc4)C2=O,12.462,1.0,0.3,10.1021/jacs.6b08236,IA
9296,9296,COc1ccc(cc1)[C@H](c2[nH]c3ccc(C)cc3c2CCC(=O)Sc4ccccc4)c5cc6OCOc6cc5O,15.11,1.0,0.2,10.1039/D0SC06162J,IA
9297,9297,COc1ccc(cc1)[C@@H](c2[nH]c3ccc(C)cc3c2CCC(=O)Sc4ccccc4)c5cc6OCOc6cc5O,12.47,1.0,0.2,10.1039/D0SC06162J,IA
9313,9313,Cc1ccc2c(c1)C(=O)N(Cc3ccccc3)C[C@]2(C)CC#Cc4ccccc4,10.3,1.0,0.1,10.1002/anie.201913367,IA
9314,9314,Cc1ccc2c(c1)C(=O)N(Cc3ccccc3)C[C@@]2(C)CC#Cc4ccccc4,12.5,1.0,0.1,10.1002/anie.201913367,IA
9315,9315,C[C@]1(CC#Cc2ccc(OC(F)(F)F)cc2)CN(Cc3ccccc3)C(=O)c4ccccc14,10.4,1.0,0.1,10.1002/anie.201913367,IA
9316,9316,C[C@@]1(CC#Cc2ccc(OC(F)(F)F)cc2)CN(Cc3ccccc3)C(=O)c4ccccc14,12.5,1.0,0.1,10.1002/anie.201913367,IA
9343,9343,COC(=O)[C@H](CN(Cc1ccccc1)Cc2ccccc2)Cc3ccc(Cl)cc3,13.3,0.5,0.02,10.1002/anie.201412132,IA
9344,9344,COC(=O)[C@@H](CN(Cc1ccccc1)Cc2ccccc2)Cc3ccc(Cl)cc3,12.5,0.5,0.02,10.1002/anie.201412132,IA
9362,9362,CCC[C@@H]1C=C(C[C@H]1c2cccc(Br)c2)c3ccccc3,15.8,0.5,0.0,10.1002/anie.201408604,IA
9367,9367,Cc1ccc(cc1)[S](=O)(=O)N2C[C@@H](C[C@]2(O[Si](c3ccccc3)(c4ccccc4)C(C)(C)C)c5ccccc5)C=C,16.73,0.5,0.05,10.1039/C8CC00279G,IA
9405,9405,Cc1ccc2CCN3[C@@H](N(C[C@H](C=C)N3C(=O)c4ccccc4)[S](=O)(=O)c5ccc(cc5)[N+]([O-])=O)c2c1,14.54,0.8,0.4,10.1039/C7CC02078C,IA
9418,9418,C[C@]1(CCCc2ccccc2)CN(Cc3ccccc3)C(=O)c4ccccc14,10.9,1.0,0.1,10.1002/anie.201913367,IA
9419,9419,C[C@@]1(CCCc2ccccc2)CN(Cc3ccccc3)C(=O)c4ccccc14,12.6,1.0,0.1,10.1002/anie.201913367,IA
9431,9431,CCC[C@]1(COc2ccccc12)CC3CC3,12.9,0.5,0.0,10.1002/anie.201907840,IA
9432,9432,CCC[C@@]1(COc2ccccc12)CC3CC3,12.6,0.5,0.0,10.1002/anie.201907840,IA
9473,9473,FC(F)(F)c1cccc(c1)C2=NO[C@@H](Cc3ccccc3)C2,13.28,0.6,0.05,10.1002/anie.201912408,IA
9474,9474,FC(F)(F)c1cccc(c1)C2=NO[C@H](Cc3ccccc3)C2,12.65,0.6,0.05,10.1002/anie.201912408,IA
9475,9475,CC1=NN(C(=O)[C@]1(C\C=C\c2ccccc2)Cc3ccccc3)c4ccc(Cl)cc4,9.046,1.0,0.2,10.1021/jacs.6b08236,IA
9476,9476,CC1=NN(C(=O)[C@@]1(C\C=C\c2ccccc2)Cc3ccccc3)c4ccc(Cl)cc4,12.654,1.0,0.2,10.1021/jacs.6b08236,IA
9506,9506,COc1ccc(CN2C[C@](C)(CC#CC3=CCCCC3)c4ccccc4C2=O)cc1,10.8,1.0,0.1,10.1002/anie.201913367,IA
9507,9507,COc1ccc(CN2C[C@@](C)(CC#CC3=CCCCC3)c4ccccc4C2=O)cc1,12.7,1.0,0.1,10.1002/anie.201913367,IA
9515,9515,CCCCC[C@@]1(C)COc2ccc(cc12)c3ccccc3,11.5,0.75,0.0,10.1002/anie.201907840,IA
9516,9516,CCCCC[C@]1(C)COc2ccc(cc12)c3ccccc3,12.7,0.75,0.0,10.1002/anie.201907840,IA
9519,9519,Cc1ccc2OC[C@@](C)(CC3CC3)c2c1,13.5,0.5,0.0,10.1002/anie.201907840,IA
9520,9520,Cc1ccc2OC[C@](C)(CC3CC3)c2c1,12.7,0.5,0.0,10.1002/anie.201907840,IA
9565,9565,Cc1cccc(C[C@@]2(C)CC(=NO2)c3ccccc3)c1,13.21,0.6,0.05,10.1002/anie.201912408,IA
9566,9566,Cc1cccc(C[C@]2(C)CC(=NO2)c3ccccc3)c1,12.73,0.6,0.05,10.1002/anie.201912408,IA
9569,9569,CC(C)(C)OC(=O)C(C)(C)C[C@@H](C#Cc1ccc(cc1)C#N)c2ccccc2,13.66,0.5,0.03,10.1021/jacs.0c03130,IA
9570,9570,CC(C)(C)OC(=O)C(C)(C)C[C@H](C#Cc1ccc(cc1)C#N)c2ccccc2,12.74,0.5,0.03,10.1021/jacs.0c03130,IA
9594,9594,CC(C)(C)[Si](O[C@@]1(C[C@H](CN1[S](C)(=O)=O)C=C)c2ccccc2)(c3ccccc3)c4ccccc4,18.61,0.5,0.05,10.1039/C8CC00279G,IA
9606,9606,COc1ccc(CN2C[C@](C)(CC#CC(C)=C)c3ccccc3C2=O)cc1,10.5,1.0,0.1,10.1002/anie.201913367,IA
9607,9607,COc1ccc(CN2C[C@@](C)(CC#CC(C)=C)c3ccccc3C2=O)cc1,12.8,1.0,0.1,10.1002/anie.201913367,IA
9610,9610,Cc1ccc(cc1)C#CC[C@@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24,11.2,1.0,0.1,10.1002/anie.201913367,IA
9611,9611,Cc1ccc(cc1)C#CC[C@]2(C)CN(Cc3ccccc3)C(=O)c4ccccc24,12.8,1.0,0.1,10.1002/anie.201913367,IA
9618,9618,Cc1ccc(C[C@]2(COc3ccccc23)Cc4ccccc4)cc1,12.0,0.5,0.01,10.1002/anie.201907840,IA
9619,9619,Cc1ccc(C[C@@]2(COc3ccccc23)Cc4ccccc4)cc1,12.8,0.5,0.01,10.1002/anie.201907840,IA
